"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"","Run","","","","2017-02-08","","12959.1796875","","","","","1.25044053819444","2.87899994850159","","82","","142","174","","","0.792419761849657","87.48","15","54","6","0","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-02-09","","313.570007324219","164","486","1043.517","","1.76884060329861","0.0489999987185001","","79","","126","156","","","0.700341403235592","86.22","55","39","6","0","0","","","","","","43","30","24","6","2","1","","","","","",""
"","Run","","","","2017-02-09","","3289.67993164063","","","","","0.469334445529514","1.94700002670288","","66","","","","","","0.657672059352709","22.06","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","","","","2017-02-10","","1500","","","","","0.421675557030572","0.987759031574705","","23","","","","","","0.276909548149354","0.9","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-02-11","","123031.6015625","187","679","2923.918","","4.34590250651042","7.86399984359741","","82","","131","152","","","0.785211930623612","268.65","94","151","10","0","0","","","","","","60","72","71","38","14","7","","","","","",""
"","Run","","","","2017-02-11","","5357.1201171875","","","","","0.500201958550347","2.97499990463257","","82","","147","157","","","0.823538897850416","36.96","5","24","0","0","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-02-12","","17835.6796875","","","","","1.25008327907986","3.96300005912781","","","","97","146","","","0.567253321847719","44.82","15","11","0","0","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-02-12","","12986.08984375","","","","","1.35028862847222","2.6710000038147","","81","","143","170","","","0.69626931195483","73.06","19","52","9","0","0","","","","","","","","","","","","","","","","",""
"","Swim","","","","2017-02-13","","1525","","","","","0.428658891254001","0.987321497128999","","21","","","","","","0.276938353978999","0.91","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","","","","2017-02-14","","675","","","","","0.180235834121704","1.03945941950426","","24","","","","","","0.291533006404556","0.45","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-02-14","","468.100006103516","","","","","1.14806830512153","0.112999998033047","","","","74","92","","","0.511862847877028","33.44","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-02-15","","395.339996337891","","","","","1.50322306315104","0.0729999989271164","","","","78","100","","","0.518199962709623","45.18","0","0","0","0","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-02-15","","16383.51953125","","","","","1.50080308702257","3.03200006484985","","83","","144","179","","","0.823353863391861","113.86","26","50","14","0","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-02-16","","4257.83984375","","","","","0.50010250515408","2.36500000953674","","79","","112","126","","","0.666000425148881","24.15","29","0","0","0","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-02-16","","124.430000305176","176","374","1269.848","","2.00017361111111","0.017000000923872","","79","","125","154","","","0.733988860100443","107.2","48","53","6","0","0","","","","","","36","38","31","13","2","0","","","","","",""
"","Run","","","","2017-02-17","","16164.4296875","","","","","1.50107747395833","2.9909999370575","","84","","139","167","","","0.823429661759805","113.88","23","60","3","0","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-02-18","","7844.0498046875","","","","","0.750596381293403","2.90300011634827","","82","","138","152","","","0.811291008547764","54.35","13","31","0","0","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-02-18","","134553.921875","192","582","3182.087","","4.60829047309028","8.11100006103516","","82","","128","150","","","0.777438335252181","278.22","131","139","0","0","0","","","","","","51","86","85","40","12","3","","","","","",""
"","Bike","","","","2017-02-19","","58075.640625","","","","","1.00134080674913","16.1110000610352","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-02-19","","4539.27001953125","","","","","0.583376939561632","2.16100001335144","","80","","","","","","0.583380146865907","21.68","","","","","","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-02-21","","5465.77001953125","","","","","0.699379136827257","2.1710000038147","","78","","121","176","","","0.620188907097975","29.53","33","2","2","0","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-02-22","","7122.83984375","","","","","0.711491360134549","2.78099989891052","","83","","145","186","","","0.775627858343059","47.03","14","17","10","1","1","","","","","","","","","","","","","","","","",""
"","Swim","","","","2017-02-24","","2125","","","","","0.740890279346042","0.796471388124068","","22","","","","","","0.223269878899666","0.82","","","","","","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-02-25","","11016.3798828125","","","","","1.01504055447049","3.01500010490417","","84","","142","156","","","0.821267022106435","75.93","27","33","0","0","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-02-26","","0","","","","","1.00436530219184","0","","","","118","165","","","0.642209384345601","45.9","26","8","10","0","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-02-26","","9074.7900390625","","","","","0.842297498914931","2.99300003051758","","84","","141","180","","","0.829231016422762","63.88","10","36","3","0","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-02-27","","5606.68017578125","","","","","0.651561686197917","2.39000010490417","","75","","126","183","","","0.694617612092441","34.46","27","2","4","1","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-02-27","","0","","","","","0.889148898654514","0","","","","117","149","","","0.61305855920579","36.9","23","17","0","0","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-03-01","","10265.759765625","","","","","0.961258070203993","2.96700000762939","","84","","140","152","","","0.806381530187885","69.23","34","22","0","0","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-03-02","","502.329986572266","163","572","882.995","","1.5005475531684","0.0930000022053719","","79","","116","153","","","0.782179452893655","91.59","39","25","5","0","0","","","","","","47","13","8","14","7","2","","","","","",""
"","Run","","","","2017-03-04","","18147.890625","","","","","2.00104139539931","2.51900005340576","","81","","142","214","","","0.698181533324935","109.98","42","65","8","1","4","","","","","","","","","","","","","","","","",""
"","Swim","","","","2017-03-06","","1475","","","","","0.418092501428392","0.979065261503353","","23","","","","","","0.274627953793249","0.87","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-03-06","","25749.511966281","","","","","1.00318054199219","7.12996505958101","","","","80","107","","","0.523980538674701","30.51","0","0","0","0","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-03-07","","3014.27001953125","","","","","0.33008304172092","2.53699994087219","","83","","130","139","","","0.719079138783876","18.4","18","2","0","0","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-03-07","","53108.3684304546","174","441","1146.238","","1.83407633463542","8.04346268768997","","80","","133","161","","","0.75439045221211","104.11","39","41","20","0","0","","","","","","36","37","17","15","4","1","","","","","",""
"","Run","","","","2017-03-08","","12202","","","","","1.08483167860243","3.12400007247925","","82","","144","196","","","0.878893167597325","93.01","23","25","15","0","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-03-09","","2572.39990234375","","","","","0.2885302734375","2.47699999809265","","79","","106","111","","","0.693312896713612","14.9","10","0","0","0","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-03-09","","51499.023932562","203","333","1278.459","","1.75020195855035","8.17350498085399","","71","","130","152","","","0.835992481917178","121.32","39","54","3","0","0","","","","","","19","25","24","33","3","0","","","","","",""
"","Bike","","","","2017-03-11","","32186.8899578513","138","441","630.286","","1.26922254774306","7.04431447579341","","81","","112","148","","","0.615206067671758","47.86","54","6","0","0","0","","","","","","54","17","1","1","2","2","","","","","",""
"","Run","","","","2017-03-11","","14666.5595703125","","","","","1.33413167317708","3.05399990081787","","84","","147","177","","","0.831173186182288","102.84","5","69","5","0","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-03-12","","134787.203125","119","310","27.077","","4.72951985677083","7.91599988937378","","65","","127","157","","","0.605412721924617","199.68","145","124","1","0","0","","","","","","189","1","1","0","0","0","","","","","",""
"","Run","","","","2017-03-12","","5059.08984375","","","","","0.515136108398437","2.7279999256134","","81","","","","","","0.761545561475875","32.56","","","","","","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-03-14","","11983.48046875","","","","","1.21264472113715","2.74499988555908","","81","","133","156","","","0.779865416837493","82.09","34","28","0","0","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-03-15","","46670.9904388843","103","173","78.27","","1.60746893988715","8.06495459359315","","80","","118","152","","","0.627044220070841","70.86","40","28","2","0","0","","","","","","18","0","0","0","0","0","","","","","",""
"","Run","","","","2017-03-16","","2988.32006835938","","","","","0.391894734700521","2.11800003051758","","68","","125","157","","","0.663155083576213","18.65","14","6","0","0","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-03-16","","28266.650390625","","","","","1.7592975531684","4.46299982070923","","","","131","157","","","0.655986184006221","85.05","25","65","4","0","0","","","","","","","","","","","","","","","","",""
"","Swim","","","","2017-03-17","","1725","","","","","0.484804724587335","0.987954967580759","","23","","","","","","0.276979326617964","1.03","","","","","","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-03-17","","5442.10986328125","","","","","0.583423326280382","2.59100008010864","","80","","115","156","","","0.728674299003263","33.87","32","1","0","0","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-03-18","","175245.5625","","","","","5.89630967881944","8.25599956512451","","","","132","159","","","0.642235451525371","281.68","108","215","18","0","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-03-18","","8487.3203125","","","","","0.827897474500868","2.84800004959106","","82","","128","144","","","0.798367226323025","58.19","39","10","0","0","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-03-19","","12875.66015625","","","","","1.25049533420139","2.85999989509583","","81","","","","","","0.796303153786285","88.48","","","","","","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-03-19","","13060.1904296875","","","","","1.25059950086806","2.90100002288818","","83","","138","157","","","0.800950787842258","89.41","30","44","0","0","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-03-19","","27358.8564641736","","","","","0.850312771267361","8.93751406301033","","","","90","119","","","0.557193641306505","29.12","8","0","0","0","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-03-21","","3562.75","","","","","0.375353054470486","2.63700008392334","","80","","119","133","","","0.747256758425656","22.65","22","0","0","0","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-03-21","","7835.85009765625","","","","","1.66702107747396","1.30599999427795","","","","117","155","","","0.634695984807503","75.35","36","33","5","0","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-03-22","","13508.4404296875","","","","","1.25827392578125","2.98200011253357","","84","","146","175","","","0.824032881146348","95.29","18","44","13","0","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-03-23","","2006.96997070313","","","","","0.22605723063151","2.46600008010864","","78","","107","118","","","0.692820451328295","11.58","12","0","0","0","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-03-23","","1731.4599609375","","","","","1.78951361762153","0.268999993801117","","","","122","155","","","0.645490692104451","83.82","35","39","13","0","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-03-25","","182801.984375","","","","","6.16596571180556","8.23499965667725","","","","130","151","","","0.622143174252134","276.77","142","219","4","0","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-03-25","","9441.7998046875","","","","","0.834106106228299","3.14400005340576","","84","","148","158","","","0.868942633555853","69.53","2","44","5","0","0","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-03-26","","0","","","","","1.25021280924479","0","","","","101","170","","","0.586890689256401","47.97","22","4","4","0","0","","","","","","","","","","","","","","","","",""
"","Run","","","","2017-03-26","","21433","","","","","2.03056111653646","2.93199992179871","","83","","135","165","","","0.79266794040168","143.82","69","50","3","0","0","","","","","","","","","","","","","","","","",""
"","Swim","","","","2017-03-27","","1825","","","","","0.541821114752028","0.935358765182923","","21","","","","","","0.262199610696155","0.98","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","","","","2017-03-29","","1292.10998535156","","","","","0.917062784830729","0.391000002622604","","","","79","95","","","0.521795853638116","27.6","","","","","","","","","","","","","","","","","","","","","",""
