"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"","Day Off","Music Fest. Can do some training in the morning. Will probably Downhill Ski.","","","2018-01-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Long low Z2 Easy Aerobic Run","Run","Warmup 15 minutes easy. Run endurance pace in low Aerobic Zone 2. Keep the run easy today. Do not push the pace or intensity. Breathing stays very comfortable! Walk some after the run. Cadence is 90+ steps per minute. Try to include some rolling hills today.","1.16666666666667","","2018-01-04","","12544.41015625","","",""," *01/04/2018 Keith Kruelskie: 147 HR*","1.06209826469421","3.28099989891052","","90","","147","164","","","0.877670073824179","90.76","1","4","9","45","4","1","0","","","","","","","","","","","","","","",""
"Strength: Pushups and dips, 60 of each","Strength","Do 4 sets of the following with as much recovery in between. 15 pushups 15 dips on a chair","0.333333333333333","","2018-01-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Music Fest. Can do some training in the morning. Will probably Downhill Ski.","","","2018-01-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2 Aerobic Ride with 8-second bursts","Bike","Warmup 15 minutes easy riding. Ride the majority of the ride at endurance pace in the Aerobic Zone 2. *Include in today's ride 10 X 8 second bursts at hard effort, 105+rpm, MAXIMUM effort Cool down 10 minutes easy.","2","","2018-01-05","","0","208","446","746.234","","0.999400317668915","0","","89","","137","157","","","0.702194330755509","48.95","10","15","14","21","1","0","0","","","","21","19","16","4","1","0","","","","","",""
"Pushups and dips, 100 of each","Strength","Do 4 sets of the following with as much recovery in between. 25 pushups 25 dips on a chair","","","2018-01-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hip Stretching Routine","Other","Following these 8 exercises stretching the hips and core. Do not rush this. https://gmb.io/hip-mobility/ 1. Lying Hip Rotations 2. Piriformis Stretch 3. Butterfly 4. Frog 5. Kneeling Lunge 6. Traveling Butterfly 7. Squatting Internal Rotations 8. Pigeon","0.333333333333333","","2018-01-05","","23689.41015625","","","","","2.0374927520752","3.23000001907349","","","","77","111","","","0.545318712449931","68.32","122","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Other","Other","","","","2018-01-05","","12401.4296875","","","","","1.02874779701233","3.34899997711182","","","","80","124","","","0.553403427855106","34.92","62","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Hiking","Other","","","","2018-01-06","","3950.85009765625","","","","","1.42002582550049","0.773000001907349","","34","","127","166","","","0.702112249311582","78.2","47","17","8","6","1","4","2","","","","","","","","","","","","","","",""
"Other","Other","","","","2018-01-06","","4094.7099609375","","","","","0.167943611741066","6.77299976348877","","","","108","123","","","0.614562159266459","6.71","10","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"","Day Off","Music Fest. Can do some training in the morning. Will probably Downhill Ski.","","","2018-01-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pushups and dips, 45 of each","Strength","Do 3 sets of the following with as much recovery in between. 15 pushups with knees down if needed 15 dips on a chair","0.25","","2018-01-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim, Strength 4 x 200 {3000}","Swim","Warmup 400 Freestyle Warmup 100 breaststroke, 100 backstroke. Swim 4 X 100 50 Stroke/50 Free. Swim 500 continuous freestyle. Swim 4 X 200 PULL with buoy and paddles. 30 seconds rest Swim 500 continuous with first 25 of each 100 at tempo effort. 200 cool down of choice","","2743.19995117188","2018-01-06","","2743.20007324219","","","","","0.747151393360562","1.01935976139215","","23","","","","","","0.780743173309225","35.56","","","","","","","","","","","","","","","","","","","","","",""
"Z2 Aerobic Run","Run","Warmup 10 minutes easy. Run aerobic effort in Aerobic Endurance Zone 2. Progress the run from the bottom of zone 2 to the top throughout the run. Cool down 5 minutes easy. Cadence is 90+ steps per minute. Record average HR below.","0.75","","2018-01-06","","9114.849609375","","",""," *01/07/2018 Keith Kruelskie: 153 avg hr*","0.769401669502258","3.29099988937378","","91","","153","170","","","0.890895368916804","67.21","1","1","4","20","10","10","2","","","","","","","","","","","","","","",""
"Z2 Long Aerobic Ride with Fast Pedal Drills","Bike","Warmup 10-15 minutes in the Active Recovery Zone. Ride in Aerobic Zone 2. Ride in lower zone 2 as needed to ensure that you make it the entire distance. Cadence 80-105 rpm. Cool down 10 minutes in Active Recovery Zone. Include the following Fast Pedal drills to widen your cadence range and help you develop a smooth pedal stroke. Apply pressure through the entire pedal stroke, pulling through the bottom and over the top. Heartrate may climb during intervals, but do not force it up! Pedal 5 sets of 5 minute intervals on a flat or downhill terrain at 105-130+ rpm. Do your best to avoid any bouncing and rocking of your hips. Ride 5 minutes in-between the fast pedal drills at your normal cadence.","1.75","","2018-01-07","","0","211","396","1327.826"," *01/07/2018 Keith Kruelskie: 145 HR 227 Pwr*","1.75075697898865","0","","90","","140","160","","","0.703214325370275","86.17","15","7","42","31","7","2","0","","","","17","72","10","5","2","0","","","","","",""
"Z3/Z2 Brick Run with 10 minutes of speedwork","Run","Transition from biking to running asap. Run the first 10 minutes progressing from low to high Zone 3. Then settle down and let your pace slowly get back into Zone 2 for the remainder of the run. Keep cadence quick. Walk 5 minutes easy for cooldown.","0.5","","2018-01-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pushups and dips, 45 of each","Strength","Do 3 sets of the following with as much recovery in between. 15 pushups with knees down if needed 15 dips on a chair","0.25","","2018-01-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Music Fest. Can do some training in the morning. Will probably Downhill Ski.","","","2018-01-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Other","Other","","","","2018-01-07","","28884.259765625","","","","","2.83797264099121","2.82699990272522","","","","86","122","","","0.561376367366629","101.68","170","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"","Day Off","Music Fest. Can do some training in the morning. Will probably Downhill Ski.","","","2018-01-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike, Recovery","Bike","Easy bike in Active Recovery Zone. Do not put any effort on the pedals. Low heartrate and slow pace.","1","","2018-01-08","","0","162","237","585.302"," *01/08/2018 Keith Kruelskie: 126 avg HR 133 max. 175W continuous*","1.00079023838043","0","","90","","121","133","","","0.523446824005552","27.28","42","18","0","0","0","0","0","","","","45","15","0","0","0","0","","","","","",""
"Pushups and dips, 45 of each","Strength","Do 3 sets of the following with as much recovery in between. 15 pushups with knees down if needed 15 dips on a chair","0.25","","2018-01-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hip Stretching Routine","Other","Following these 8 exercises stretching the hips and core. Do not rush this. https://gmb.io/hip-mobility/ 1. Lying Hip Rotations 2. Piriformis Stretch 3. Butterfly 4. Frog 5. Kneeling Lunge 6. Traveling Butterfly 7. Squatting Internal Rotations 8. Pigeon","0.333333333333333","","2018-01-08","","","","","","","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The MACH 5 MONDAY ""CHECK-IN""","Other","The 5 in ""MACH 5"" refers to the five fundamental areas in life that affect athletic performance including training, health/rest, nutrition, balance, and mental/emotional. Please give me some details about the following 5 areas for today/last week: . 1) Training: how do you feel in general about your recent training and motivation? . 2) Health/Restoration: How many hours of sleep have you been getting the last few nights and how is the quality of your sleep? Are you stretching? Do you have any sniffles/sore throat/cough/abnormal fatigue, etc? Do you have any problem areas, muscularly or otherwise? . 3) Nutrition, how has your nutrition been the last few days? What was your morning weight? . 4) Life/Balance: How has your life-balance of work/school/family/play/stress/etc been this last week? . 5) Mental/Emotional: how ya feeling in general? Anything affecting your training or racing that I should be aware of?","0.0833333333333333","","2018-01-08","","39030.859375","","","","","2.34358501434326","4.62599992752075","","","","81","131","","","0.554220498353015","81.43","140","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Swim, Aerobic 1000/10s {3000}","Swim","Warm up 300 swim 300 pull 6 x 50 (3 free / 3 stoke) Main Set 1 x 1000 pace (75% effort), 1 minute rest 10 x 100 pace (85% effort) with 10-15 seconds rest Warm down 100 easy non-free","1","2743.19995117188","2018-01-08","","","","",""," *01/08/2018 Keith Kruelskie: Shoulder was sore did not swim. Will swim tomorrow*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike, Recovery","Bike","Easy bike in Active Recovery Zone. Do not put any effort on the pedals. Low heartrate and slow pace.","1","","2018-01-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2 Aerobic Brick Run [if schedule allows]","Run","Transition from biking to running asap. Keep run in Aerobic Zone 2. Keep cadence quick. Walk 5-10 minutes easy for cool-down.","0.666666666666667","","2018-01-09","If schedule doesn't allow for a brick run, then run this separately today.","8132.39013671875","","","","","0.678766667842865","3.32800006866455","","91","","145","169","","","0.898641488572279","60.12","1","5","13","14","3","2","1","","","","","","","","","","","","","","",""
"Other","Other","","","","2018-01-09","","41571.2890625","","","","","2.72786259651184","4.23299980163574","","","","87","127","","","0.561406424945085","97.62","164","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Other","Other","","","","2018-01-09","","7131.75","","","","","0.465604454278946","4.25500011444092","","","","87","123","","","0.570973802900231","16.48","28","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Swim, Aerobic Strength 6 x 200 {2600}","Swim","Warm up 400 easy 8x50 Alternate 50 drill, 50 steady 100 easy Main strength set: 6x200 pull with buoy done as: #1 - steady, 10s rest #2 - mod-hard, 20s rest #3 - hard, 60s rest then repeat 6 x 50 hard on 20s rest 200 free, steady effort","0.833333333333333","2377.43994140625","2018-01-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim, 200+ quality speed {3800} [Wed or Thursday]","Swim","Warm up 500 swim 200 kick 200 pull 5 x 50 choice @ 10 sec Main set 1 x 200 pace (70%) @ 15 sec 4 x 50 ascend 1-4 @ 10 sec 1 x 200 pace (75%) @ 15 sec 6 x 75 ascend 1-3; ascend 4-6 @ 10 sec 1 x 200 pace (85%) @ 15 sec 8 x 100 descend 1-4; 5-8 @10 sec Rest 1 min 1 x 200 pace (95%) @ 30 sec 2 x 150 descend 1-3; 4-6 @ 10 sec Warm down 100 easy","1.08333333333333","3475","2018-01-10","","1828.80004882813","","","","","0.522473610772027","0.971934152540791","","23","","","","","","0.744322568346598","21.55","","","","","","","","","","","","","","","","","","","","","",""
"Run, Tempo Fartlek Miles","Run","Warmup 2 miles easy. Run 1 mile in Zone 2. Then run 3 x 1 mile in the middle of zone 3 (do not go over zone 3 at all!). Run half a mile easier in betweeen, letting your heartrate come down. These are not threshold repeat miles! These are TEMPO miles, which should feel just a bit faster than your aerobic endurance pace. Cool down with 1-2 miles of easy running.","1","","2018-01-11","","13391.900390625","","",""," *01/12/2018 Keith Kruelskie: 151 avg HR 176 max*","1.08531379699707","3.42799997329712","","90","","151","176","","","0.939977784528404","106.42","3","2","5","22","18","10","4","","","","","","","","","","","","","","",""
"Hack Squats and Lunges after Bike","Strength","Do 3 sets of 15-20 reps of hack squats and lunges. Use enough weight in dumbbells to feel a solid burn by the end of each set. Rest 45 seconds between each.","0.333333333333333","","2018-01-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2 Aerobic Bike with Big Gear efforts, 3 x 10","Bike","Warmup 15 minutes easy. Ride in Zone 2 today, pushing to the upper half of Zone 2 if feeling good. A little riding in low zone 3 during the big gear efforts is okay, but don't force it. Include 3 x 10 minutes at ""big gear"" efforts. Shift into a gear that puts your cadence approximately at 65-75 rpm. Focus on smooth, steady pedal strokes. Ride 10 minutes high cadence in between efforts in Z2 Cool down 10 min with high cadence zone 1 riding.","1.5","","2018-01-11","","0","214","361","1156.567"," *01/11/2018 Keith Kruelskie: 138 avg hr 151 max, 235 W avg*","1.50050139427185","0","","81","","130","151","","","0.713914624751881","75.92","22","33","25","10","0","0","0","","","","16","43","27","3","0","0","","","","","",""
"Hip Stretching Routine","Other","Following these 8 exercises stretching the hips and core. Do not rush this. https://gmb.io/hip-mobility/ 1. Lying Hip Rotations 2. Piriformis Stretch 3. Butterfly 4. Frog 5. Kneeling Lunge 6. Traveling Butterfly 7. Squatting Internal Rotations 8. Pigeon","0.333333333333333","","2018-01-11","","","","","","","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z1/Z2 Recovery/Aerobic Run (as you feel)","Run","Warmup up 10 minutes easy. Run recovery/easy endurance pace in Zones 1 and 2. Don't force the pace. Cool down 5 minutes easy.","0.583333333333333","","2018-01-12","","6972.56982421875","","","","","0.590322494506836","3.28099989891052","","89","","131","141","","","0.884326563156749","50.49","4","26","5","0","0","0","0","","","","","","","","","","","","","","",""
"Swim, drills and descend [2000] with video","Swim","Warmup 4 X 50 swim easy Drill: 2 X 50 Fingertip drap 2 X 50 Reach and stretch (minimize stroke count 2 x 50 Swim 2 X 50 Shark-Fin/Armpit touch 2 X 200 Reach and stretch (minimize stroke count... what is it per lap?) Descend 4 X 100 with 20 seconds rest 100 Backstroke or breastroke 100 choice easy Check out this video at about the 2 minute mark: https://www.youtube.com/watch?v=jtoykY_6H3U Head position is downward Freestyle is symetrical Hips rotate hard to help body rotate before the next stroke High elbow Fingertips point dowward","0.583333333333333","1828.80004882813","2018-01-12","","1828.80004882813","","","","","0.485754169887967","1.04530276731333","","20","","","","","","0.800587877511887","24.93","","","","","","","","","","","","","","","","","","","","","",""
"","XC-Ski","Uphill ski/hike. Most likely high Z2/Z3 steady for the whole time.","1.5","4023.361328125","2018-01-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hiking","Other","Downhill Alpine Skiing. 3-4 hours total time on Mountain. 1:30-2:00 skiing time.","2","38624.26953125","2018-01-13","","964.460021972656","","","","","0.539612770080566","0.495999991893768","","23","","125","155","","","0.707251840665954","29.42","16","4","8","4","0","0","0","","","","","","","","","","","","","","",""
"Z2 Aerobic Brick Run","Run","Transition from biking to running asap. Keep run in Aerobic Zone 2. Keep cadence quick. Walk 5-10 minutes easy for cool-down.","0.583333333333333","","2018-01-13","","13214.7001953125","","","","","1.09605586528778","3.34899997711182","","90","","151","166","","","0.897583837212021","98.03","0","0","7","43","9","6","1","","","","","","","","","","","","","","",""
"Other","Other","","","","2018-01-13","","1660.55004882813","","","","","0.386117786169052","1.19500005245209","","","","96","118","","","0.599865810229783","15.02","23","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Other","Other","","","","2018-01-13","","7143.5","","","","","1.0859569311142","1.82700002193451","","","","85","117","","","0.559086917227051","37.66","65","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Hiking","Other","","","","2018-01-13","","1854.64001464844","","","","","0.420127213001251","1.22599995136261","","48","","75","94","","","0.535825441350688","13.07","25","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Long Z1/Z2 Bike, half easy/half aerobic","Bike","Warmup up 15 minutes easy. Ride half of today's ride easy in zone 1 and the other half in Zone 2. Doesn't have to be done in two sections; just make the ride genarally half recovery and half aerobic endurance. Cadence: 80-105 rpm, with cadence mostly in the upper 80s to 90s. Terrain: Flat to rolling RPE (1-10): 6","2.5","","2018-01-14","","0","205","557","1848.975","","2.49972987174988","0","","89","","138","158","","","0.659971676604208","108.43","15","41","54","36","4","0","0","","","","18","123","8","0","0","0","","","","","",""
"Long low Z2 Easy Aerobic Run","Run","Warmup 15 minutes easy. Run endurance pace in low Aerobic Zone 2. Keep the run easy today. Do not push the pace or intensity. Breathing stays very comfortable! Walk some after the run. Cadence is 90+ steps per minute. Try to include some rolling hills today.","1.16666666666667","","2018-01-14","","6803.5400390625","","","","","0.589659452438354","3.20499992370605","","88","","151","167","","","0.866298901073627","48.36","1","1","4","12","11","5","0","","","","","","","","","","","","","","",""
"Hip Stretching Routine","Other","Following these 8 exercises stretching the hips and core. Do not rush this. https://gmb.io/hip-mobility/ 1. Lying Hip Rotations 2. Piriformis Stretch 3. Butterfly 4. Frog 5. Kneeling Lunge 6. Traveling Butterfly 7. Squatting Internal Rotations 8. Pigeon","0.333333333333333","","2018-01-14","","","","","","","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2 Swim 3, 2, 1 {2000 yards}","Swim","Warm-up: 200 Freestyle easy 100 kick Main set, all aerobic focusing on body roll and decreased stroke count 2 X 300 15 sec RI 4 X 50 10 sec RI 2 X 200 10 sec RI 4 x 50 10 sec RI 2 x 100 10 sec RI 100 easy cool down","0.75","1828.80004882813","2018-01-15","","1828.80004882813","","","","","0.498963893254598","1.01765654583746","","21","","","","","","0.779392868142313","23.62","","","","","","","","","","","","","","","","","","","","","",""
"Strength, back/core/upper body/TRX","Strength","Perform back, core, and upper body exercises. Examples include crunches, planks, push ups, bicep curls, tricep extensions, lat pulldowns, shoulder raises, etc. Do these at high rep, low weight. Circuit format is best. Can be TRX exercises","0.416666666666667","","2018-01-15","","","","","","","0.416666666666667","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hip Stretching Routine","Other","Following these 8 exercises stretching the hips and core. Do not rush this. https://gmb.io/hip-mobility/ 1. Lying Hip Rotations 2. Piriformis Stretch 3. Butterfly 4. Frog 5. Kneeling Lunge 6. Traveling Butterfly 7. Squatting Internal Rotations 8. Pigeon","","","2018-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The MACH 5 MONDAY ""CHECK-IN""","Other","The 5 in ""MACH 5"" refers to the five fundamental areas in life that affect athletic performance including training, health/rest, nutrition, balance, and mental/emotional. Please give me some details about the following 5 areas for today/last week: . 1) Training: how do you feel in general about your recent training and motivation? . 2) Health/Restoration: How many hours of sleep have you been getting the last few nights and how is the quality of your sleep? Are you stretching? Do you have any sniffles/sore throat/cough/abnormal fatigue, etc? Do you have any problem areas, muscularly or otherwise? . 3) Nutrition, how has your nutrition been the last few days? What was your morning weight? . 4) Life/Balance: How has your life-balance of work/school/family/play/stress/etc been this last week? . 5) Mental/Emotional: how ya feeling in general? Anything affecting your training or racing that I should be aware of?","0.0833333333333333","","2018-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike, BSE Intervals: 3 X 8 minutes intervals","Bike","Warmup 15 minutes easy. Ride 10 minutes in Aerobic Zone 2, then do 4 X 30 second pickups with 1 minute recovery between each. Ride a few minutes easy, stop and stretch if feeling tight. Bike 3 X 8 minutes HARD building from high zone 3 to as hard as you can go, keeping pacing in mind. Ride 5 minute recovery between intervals. Progress the workout! Cool down 10 minutes easy.","1.25","","2018-01-16","","0","208","407","938.669"," *01/17/2018 Keith Kruelskie: 141 HR 226 Pwr*","1.25054776668549","0","","87","","135","171","","","0.7256745762923","65.46","26","19","6","7","5","5","7","","","","29","24","13","8","1","0","","","","","",""
"Cycling","Bike","","","","2018-01-16","","3054.84008789063","","","","","0.12635138630867","6.71600008010864","","","","124","148","","","0.700979470798398","6.52","3","3","1","0","0","0","0","","","","","","","","","","","","","","",""
"Z2 Aerobic Run + drills","Run","Warmup 10 minutes easy. Run Aerobic Zone 2 today. Include 6 x 50 meters of running drills toward the end of your run, but before the cool-down: 1) Heel Lifts (feet come right under the hips) 2) Grapevines, alternating one foot in front of the other 3) Fast Feet: focus on landing on the balls of your feet in very short and quick steps 4) Slow Skips: drive tall and slow, alternate arms 5) Backwards running (don't trip!) 6) High Knees Cool down 5 minutes easy.","0.833333333333333","","2018-01-16","","10487.8896484375","","",""," *01/17/2018 Keith Kruelskie: 144 avg HR 157 max*","0.849863052368164","3.42799997329712","","89","","144","157","","","0.917909987623106","79.01","2","3","18","28","0","0","0","","","","","","","","","","","","","","",""
"Hip Stretching Routine","Other","Following these 8 exercises stretching the hips and core. Do not rush this. https://gmb.io/hip-mobility/ 1. Lying Hip Rotations 2. Piriformis Stretch 3. Butterfly 4. Frog 5. Kneeling Lunge 6. Traveling Butterfly 7. Squatting Internal Rotations 8. Pigeon","","","2018-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim, endurance 50s/100s + stroke {2500}","Swim","Warmup 200 Freestyle Kick 100 Pull 100 with buoy Swim 4 sets of [4 X 50 descend (10 seconds rest), 2 X 100 at endurance effort (10 seconds rest)] Stroke Set: 6 X 25 stroke of choice. Swim easy 25 free in between. Swim 200 easy cooldown.","0.666666666666667","2286","2018-01-17","","2286.00006103516","","","","","0.601074726316664","1.05599989515536","","22","","","","","","0.808736590553047","31.79","","","","","","","","","","","","","","","","","","","","","",""
"Z1 Recovery Bike","Bike","Easy bike in Active Recovery Zone. Do not put any effort on the pedals. Low heartrate and slow pace.","1","","2018-01-17","","","","",""," *01/18/2018 Keith Kruelskie: 121 avg HR*","1","","","","","121","143","","","0.637041844264945","36","11","1","1","0","0","0","0","","","","","","","","","","","","","","",""
"Z1 Recovery Brick Run","Run","Transition from biking to running asap. Keep run in Zone 1. Keep cadence quick. Walk 5 minutes easy for cooldown.","0.416666666666667","","2018-01-17","","4576.60986328125","","",""," *01/20/2018 Keith Kruelskie: 132 avg hr*","0.419169455766678","3.03299999237061","","86","","132","144","","","0.811369441869528","29.91","5","13","7","0","0","0","0","","","","","","","","","","","","","","",""
"Strength, back/core/upper body/TRX","Strength","Perform back, core, and upper body exercises. Examples include crunches, planks, push ups, bicep curls, tricep extensions, lat pulldowns, shoulder raises, etc. Do these at high rep, low weight. Circuit format is best. Can be TRX exercises","0.416666666666667","","2018-01-17","","","","","","","0.416666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-01-17","","2464.57006835938","","","","","0.0984599962830544","6.95300006866455","","","","128","140","","","0.703215223093644","5.08","2","3","1","0","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-01-17","","6108.31982421875","","","","","0.306219726800919","5.54099988937378","","","","136","157","","","0.772086189297985","19.64","4","3","7","3","1","0","0","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2018-01-17","","0","168","245","551.444","","0.911959409713745","0","","89","","119","129","","","0.535660448631536","25.87","53","2","0","0","0","0","0","","","","38","17","0","0","0","0","","","","","",""
