"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Stretch, foam roll, and massage","Other","Stretch foam-roll, and massage. Log this time please.","0.33333","","2019-01-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ride on feel - outdoors if not freezing?","Bike","Get outside and ride ANY bike. Keep it fun and mostly easy. Work on handling","1","","2019-01-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Long run with Fartlek: Speed Ladder","Run","Tempo Fartlek (alternating speeds) Run. Warmup 10-15 minutes easy. Run most of today's run in Zone 2. After halfway, include two sets of the following ladder: 30 sec fast/30 sec easy 60 sec fast/60 sec easy 90 sec fact/90 sec easy 2 minutes fast *5 minutes easy between sets Fast for this workout is close to your 5K effort/speed, or around 90%. Do not use heartrate for these intervals since they are short in duration. The remainder of the run should be in zones 1-2. Cool down 5 minutes easy.","1.25","","2019-01-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Core Exercises","Strength","Do the following core exercises for the prescribed time: Some examples can be found here: https://www.self.com/gallery/21-incredibly-effective-abs-exercises-you-can-do-instead-of-crunches","0.333333333333333","","2019-01-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hip Opener Yoga","Other","Go through this video at the same speed as the video. https://www.youtube.com/watch?v=IQqbt-oUhV4","0.333333333333333","","2019-01-06","","37050.21875","","","","","3.058269739151","3.36500000953674","","","","95","144","","","0.552359130798856","106.28","183","0","0","0","0","","","","","","","","","","","","","","","","",""
"Log your skiing and how you feel today and tomorrow... then I'll write the rest. Want that sore throat to go away","Other","","","","2019-01-07","","41123.80078125","","","","","3.28337240219116","3.47900009155273","","","","93","147","","","0.553165285959184","114.64","197","0","0","0","0","","","","","","","","","","","","","","","","5","3"
"The MACH 5 MONDAY ""CHECK-IN""","Other","The 5 in ""MACH 5"" refers to the five fundamental areas in life that affect athletic performance including training, health/rest, nutrition, balance, and mental/emotional. Please give me some details about the following 5 areas for today/last week: . 1) Training: how do you feel in general about your recent training and motivation? . 2) Health/Restoration: How many hours of sleep have you been getting the last few nights and how is the quality of your sleep? Are you stretching? Do you have any sniffles/sore throat/cough/abnormal fatigue, etc? Do you have any problem areas, muscularly or otherwise? . 3) Nutrition, how has your nutrition been the last few days? What was your morning weight? . 4) Life/Balance: How has your life-balance of work/school/family/play/stress/etc been this last week? . 5) Mental/Emotional: how ya feeling in general? Anything affecting your training or racing that I should be aware of?","0.0833333333333333","","2019-01-07","","14007.0302734375","","","","","1.21410894393921","3.20499992370605","","","","100","138","","","0.565960916252767","43.24","73","0","0","0","0","","","","","","","","","","","","","","","","",""
"Log your skiing and how you feel today and tomorrow... then I'll write the rest. Want that sore throat to go away","Other","","","","2019-01-08","","39479.1796875","","","","","3.93226289749146","2.78900003433228","","","","91","138","","","0.54289721041712","132.85","236","0","0","0","0","","","","","","","","","","","","","","","","5","3"
"Stretch, foam roll, and massage","Other","Stretch foam-roll, and massage. Log this time please.","0.33333","","2019-01-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stretches","Other","Follow these two series of stretches.","0.333333333333333","","2019-01-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2 Aerobic Run","Run","Warmup 10 minutes easy. Run aerobic effort in Aerobic Endurance Zone 2. Progress the run from the bottom of zone 2 to the top throughout the run. Cool down 5 minutes easy. Cadence is 90+ steps per minute. Record average HR below.","0.833333333333333","","2019-01-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hiking","Other","","","","2019-01-09","","2875.68994140625","","",""," *01/09/2019 Keith Kruelskie: Hiked up Steamboat Mountain, very tough but rewarding! Skied with no one on the mountain*","1.12340831756592","0.711000025272369","","31","","152","174","","","0.743144203018041","68.91","11","9","30","13","0","","","","","","","","","","","","","","","","8","7"
"Alpine Skiing","Other","","","","2019-01-09","","37805.6484375","","","","","2.8810338973999","3.64499998092651","","","","94","130","","","0.547180223679504","98.11","173","0","0","0","0","","","","","","","","","","","","","","","","",""
"let's go with flexibility here... either a 50 minute run by feel or a 60 min bike... or a little of both.","Other","","","","2019-01-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2 Aerobic Hilly Run","Run","Warmup easy. Run mostly in zone 2 today but run a hilly route, and allow heartrate to go into LOW zone 3 on the uphills. But don't force heartrate up. Can be done on a treadmill with about 15 minutes total running at 5% grade. Cool down 5 minutes easy jogging.","0.833333333333333","","2019-01-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z1 Easy Run before/after Strength Routine","Run","Easy run done before or after strength session. All Zone 1.","0.5","","2019-01-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Supplemental Strength A","Strength","Co 15-20 reps of each exercise in circuit format. Take 45 seconds rest between each exercise. Go through the circuit 2 times. Glutes/Quads Deadlifts Leg Press Lunges with Dumbells Hamstrings: Leg Curls Kettlebell Swing Calves: Eccentric Calf Raises Upper Body: Bench Press, Dips Pulldowns Cable/Machine Row Overhead Press, Seated/Standing with DBs or Barbell Bicep Barbell or dumbell Curl Tricep Pushdowns","0.833333333333333","","2019-01-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2 Aerobic Bike with 5 x 2 min hard intervals, 5 x 1 max","Bike","Warmup 15 minutes easy spinning. Then ride for 5 minutes alternating ""10 seconds on/10 seconds off."" On means hard, off means soft-pedaling. Ride 5 x 2 minutes very hard (threshold to V02max) efforts, preferably on an uphill, big-gear or into a headwind. These should go into your upper HR zones. Take 2 minute recoveries. Then ride 5 by 1 minute all out efforts. Take 90 second recoveries. Ride any remaining time in Z1 easy. Cool down 10 minutes easy.","1.25","","2019-01-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2019-01-11","","4579.10009765625","","","","","0.423919707536697","3.00099992752075","","85","","133","167","","","0.811084157452689","30.24","9","8","6","0","0","","","","","","","","","","","","","","","","6","3"
"Long Z2 Aerobic Bike with 8 x 1 Pickups","Bike","Warmup up 15 minutes easy. Ride the first half of this ride in high zone 1 to low zone 2 (with the intent of the workout to finish harder than you start). In the second half, include 8 x 1 min HARD (like 90-95% effort). Heartrate should come up into zone 3, but how high depends on your overall fatigue-level today. Just push these by feel and pace it so that you can do all 10 of them at 90-95% effort. Take at least 2 minutes easy in between endurance pace in the Aerobic Endurance Zone 2. Cool down 15 minutes minutes easy. Cadence: 80-105 rpm, with cadence mostly in the upper 80s to 90s. Terrain: Flat to rolling RPE (1-10): 7","3","","2019-01-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2019-01-12","","0","190","262","383.926","","0.5616055727005","0","","89","","122","137","","","0.61264329379945","20.77","34","0","0","0","0","","","","","","11","7","0","0","0","0","","","","","",""
"~Long Easy Endurance Run","Run","Warmup 5-10 minutes easy jogging. Run EASY endurance in at no higher than a 6 on the RPE scale of 1-10. Keep your breathing very comfortable. Don't worry about pace!! Cool down 5 minutes easy jogging or walking. Try to include some hills.","1","","2019-01-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim, Z2/Z3 Bring It Down in 4s {2700}","Swim","300 Swim 100 Pull 100 Kick 4 x 200 on 15 seconds rest: done as first 100 easy, 50 alternating 6 strokes fast/6 strokes easy, 50 fast 4 x 150 on 15 seconds rest: done as 50 easy/25 alternating 6 strokes fast/6 strokes easy, 75 fast 4 x 100 descend (so 80%, 85%, 90%, 95%) on 15 seconds rest 4 x 50 done as easy down fast back by 25, 10 sec rest 4 x 25 alternating 25 stroke/25 head up freestyle, 5 sec rest 100 cool down","1","2468.8798828125","2019-01-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hiking","Other","","","","2019-01-13","","1674.56005859375","","","","","0.650588929653168","0.714999973773956","","28","","142","173","","","0.704304559286786","35.32","14","8","14","2","0","","","","","","","","","","","","","","","","",""
"Alpine Skiing","Other","","","","2019-01-13","","1817.84997558594","","","","","0.153919726610184","3.28099989891052","","","","110","124","","","0.614414913265429","6.13","9","0","0","0","0","","","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2019-01-13","","6172.580078125","","",""," *01/13/2019 Keith Kruelskie: Zwift Treadmill workout! Woo*","0.527055561542511","3.25300002098084","","87","","148","187","","","0.88855554628246","45.36","13","5","5","2","5","","","","","","","","","","","","","","","","7","3"
"The MACH 5 MONDAY ""CHECK-IN""","Other","The 5 in ""MACH 5"" refers to the five fundamental areas in life that affect athletic performance including training, health/rest, nutrition, balance, and mental/emotional. Please give me some details about the following 5 areas for today/last week: . 1) Training: how do you feel in general about your recent training and motivation? . 2) Health/Restoration: How many hours of sleep have you been getting the last few nights and how is the quality of your sleep? Are you stretching? Do you have any sniffles/sore throat/cough/abnormal fatigue, etc? Do you have any problem areas, muscularly or otherwise? . 3) Nutrition, how has your nutrition been the last few days? What was your morning weight? . 4) Life/Balance: How has your life-balance of work/school/family/play/stress/etc been this last week? . 5) Mental/Emotional: how ya feeling in general? Anything affecting your training or racing that I should be aware of?","0.0833333333333333","","2019-01-14","","","","",""," *01/14/2019 Keith Kruelskie: I feel chunky but it feels good to be on a plan again*","0.0833333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3"
"BUILD WEEK 1","Other","","0.016667","","2019-01-14","","","","","","","0.016667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3"
"Z1 Recovery Bike with 2 x 10 minutes cadence drills","Bike","Warmup 10 minutes easy. Include in today's recovery ride, 2 x 10 minutes at the highest cadence you can maintain (in an easy gear) without bouncing in the saddle. Take 10 minutes between the two high-cadence drills. Note the cadence you hold in the two intervals in the post-workout comments.","1","","2019-01-14","","0","159","220","575.071","","1.00287938117981","0","","90","","115","132","","","0.515213062333918","26.43","60","0","0","0","0","","","","","","56","0","0","0","0","0","","","","","",""
"Swim, Z2 Mixer 2200","Swim","Swim 4 x 25 warmup Swim 2 x 50 non-free Do 2 sets: 400 as continuous as possible 4 x 100 on 20 sec RI Take 1 minute rest Cool down 3 x 100 easy drill 100 easy cool down","0.533333","2011.68005371094","2019-01-14","","2011.68005371094","","","","","0.541554169125027","1.03162603542391","","22","","","","","","0.789907666190843","26.69","","","","","","","","","","","","","","","","","","","","","5","3"
"Strength, core/upper body strength","Strength","Perform core work, including abdominal and back exercises. Also include some arm exercises like pushups, bicep curls, tricep extensions, lat pulldowns, and shoulder raises. Some core examples can be found here: https://www.self.com/gallery/21-incredibly-effective-abs-exercises-you-can-do-instead-of-crunches","0.583333333333333","","2019-01-14","","","","","","","0.583333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3"
"Treadmill Running","Run","","0.416667","","2019-01-14","","5050.39990234375","","",""," *01/14/2019 Keith Kruelskie: Part of Zwift running plan!*","0.42378830909729","3.30999994277954","","89","","144","161","","","0.893985066303202","36.73","7","7","5","0","0","","","","","","","","","","","","","","","","4","3"
"Low Z2 Aerobic Run","Run","Warmup 10 minutes easy. Run endurance pace in low Aerobic Zone 2. Breathing stays very comfortable! Walk some after the run. Cadence is 90+ steps per minute.","0.833333333333333","","2019-01-15","","9722.0400390625","","","","","0.83406662940979","3.23799991607666","","89","","147","161","","","0.875168604920596","70.46","6","22","7","0","0","","","","","","","","","","","","","","","","6","3"
"Big Gear Progression - 3 x 10 minute intervals","Bike","Ride in Zone 2 / 85 rpm+. After a good warm-up perform 4 x 10 minute Big Gear intervals (55-70rpm) with 3-5 minutes of easy high cadence spinning in between. Perform intervals as follows: Int 1 - Big Gear zone 2 Int 2 - Sub Threshold, Z3 Int 3 - Threshold zone, Z4 (if you can get there) Stop if any knee or other abnormal pain.","1.25","","2019-01-15","","0","210","404","947.969","","1.25221192836761","0","","87","","143","174","","","0.725912448701902","65.48","29","15","10","7","0","","","","","","29","11","8","13","2","0","","","","","",""
"Lap Swimming","Swim","","0.416667","","2019-01-15","","1645.92004394531","","",""," *01/16/2019 Keith Kruelskie: Easy Drills*","0.452871669133504","1.00903828581773","","22","","","","","","0.772845893730796","20.91","","","","","","","","","","","","","","","","","","","","","2","3"
"Z1 Recovery Run","Run","Easy run. Run alone, embarassingly slow! Heart rate in Active Recovery and no higher!","0.583333333333333","","2019-01-16","","6502.1201171875","","","","","0.583951711654663","3.09299993515015","","87","","133","139","","","0.836086915609267","44.61","35","0","0","0","0","","","","","","","","","","","","","","","","",""
"Z2 Swim, Four of Everything {2800}","Swim","2 x 500 warmup with 30 seconds rest 4x200 with 15 sec rest 4x125 (25 stoke/75 free) with 10 sec rest 4x100 Fast with 20 sec rest 4x50 easy swim with pull buoy, 15 sec rrest 4x25 Fast on 15 sec rest Cool down 200 easy","0.833333333333333","2560.32006835938","2019-01-16","","2834.64007568359","","",""," *01/16/2019 Keith Kruelskie: Did Masters Swim - it was an endurance workout*","0.718211113082038","1.09598238615167","","22","","","","","","0.839276619100489","42.46","","","","","","","","","","","","","","","","","","","","","5","3"
"Z2 Aerobic Run","Run","Warmup 10 minutes easy. Run aerobic effort in Aerobic Endurance Zone 2. Progress the run from the bottom of zone 2 to the top throughout the run. Cool down 5 minutes easy. Cadence is 90+ steps per minute. Record average HR below.","1","","2019-01-17","","13239.9697265625","","","","","1.10042726993561","3.34200000762939","","87","","150","177","","","0.905411952339799","100.21","11","29","17","2","0","","","","","","","","","","","","","","","","6","3"
"Z4/Z5 Anaerobic Power 1.5 min intervals (6 of them)","Bike","Ride in Zone 1-2 easy warmup for 20 minutes. In your warm-up include 5 minutes in Zone 3. Perform 6 x 1.5 minute Anaerobic Power intervals. Recover for 3 minutes between intervals in Zone 1.","1","","2019-01-17","","0","207","465","746.055"," *01/18/2019 Keith Kruelskie: Need more like these!*","1.00113582611084","0","","91","","139","177","","","0.805450778142472","64.49","30","10","6","5","0","","","","","","35","5","5","1","9","0","","","","","8","3"
"Hack Squats and Lunges after Bike and Run","Strength","Do 3 sets of 15 reps of hack squats and lunges. Use enough weight in dumbbells to feel a solid burn by the end of each set. Rest 45 seconds between each.","0.333333333333333","","2019-01-17","","","","","","","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"Lap Swimming","Swim","","0.333333","","2019-01-17","","1371.60003662109","","",""," *01/17/2019 Keith Kruelskie: Cadence/stroke drills - trying to speed up my arms!*","0.364390000767178","1.04490201691459","","24","","","","","","0.800424474555555","18.69","","","","","","","","","","","","","","","","","","","","","3","3"
"Strength, core/upper body strength","Strength","Perform core work, including abdominal and back exercises. Also include some arm exercises like pushups, bicep curls, tricep extensions, lat pulldowns, and shoulder raises. Some core examples can be found here: https://www.self.com/gallery/21-incredibly-effective-abs-exercises-you-can-do-instead-of-crunches","0.583333333333333","","2019-01-18","","","","","","","0.583333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim, Z2/Z3 ladder 100s-200-50s {3500}","Swim","400 swim/200 choice/200 pull 3 times through: 4 x 100s descending 1-4 200 easy 4 x 50s FAST 200 easy pull Take 15 sec RI between everything 1 minute between sets 100 cooldown","0.75","3200","2019-01-18","","2743.20007324219","","","","","0.789879446029663","0.964407104536562","","24","","","","","","0.73850934180762","31.81","","","","","","","","","","","","","","","","","","","","","6","3"
"Treadmill Running","Run","","0.25","","2019-01-18","","3296.53002929688","","","","","0.257449716329575","3.55699992179871","","91","","155","174","","","0.960964115134204","25.46","3","1","7","4","0","","","","","","","","","","","","","","","","7","3"
"Tempo ride","Bike","After a good warm-up ride continuously in your Tempo zone (high z2 to low Z3). Self Selected cadence. Warm-down 5-10 minutes in Zone 1 / 90rpm+.","2.5","","2019-01-19","","0","215","514","1740.907","","2.2523295879364","0","","89","","140","161","","","0.715772826124788","114.95","62","48","16","0","0","","","","","","43","17","52","6","1","0","","","","","7","3"
"Downhill Skiing","Other","","","","2019-01-19","","39713","","","","","3.63451027870178","3.03500008583069","","","","91","147","","","0.547695891553239","124.72","218","0","0","0","0","","","","","","","","","","","","","","","","4","3"
"Z2 Long Aerobic Run","Run","Warmup 10 minutes easy. Run aerobic effort in Aerobic Endurance Zone 2. Progress the run from the bottom of zone 2 to the top throughout the run. Cool down 5 minutes easy. Cadence is 90+ steps per minute. Record average HR below.","1.33333333333333","","2019-01-20","","14526.26953125","","",""," *01/20/2019 Keith Kruelskie: 9000 feet is no joke!*","1.26932859420776","3.17899990081787","","88","","149","173","","","0.873651692017733","108","6","45","15","1","0","","","","","","","","","","","","","","","","6","3"
"~Bike, Recovery/Easy Endurance {optional}","Bike","Warmup up 10 minutes easy. Ride easy at 60% effort Cool down 5 minutes easy. Cadence: 70-90 rpm Terrain: Flat RPE (1-10): 5-6","0.833333333333333","","2019-01-20","","0","151","224","407.235","","0.750702500343323","0","","90","","118","131","","","0.482329240679406","17.24","45","0","0","0","0","","","","","","44","0","0","0","0","0","","","","","",""
"Supplemental Strength A","Strength","Co 15-20 reps of each exercise in circuit format. Take 45 seconds rest between each exercise. Go through the circuit 2 times. Glutes/Quads Deadlifts Leg Press Lunges with Dumbells Hamstrings: Leg Curls Kettlebell Swing Calves: Eccentric Calf Raises Upper Body: Bench Press, Dips Pulldowns Cable/Machine Row Overhead Press, Seated/Standing with DBs or Barbell Bicep Barbell or dumbell Curl Tricep Pushdowns","0.833333333333333","","2019-01-20","","","","",""," *01/21/2019 Keith Kruelskie: Did Alchemy whole body Yoga and HIIT class with Brittany*","0.833333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","5"
"Hiking","Other","","","","2019-01-20","","3226.90991210938","","","","","1.53849220275879","0.583000004291534","","28","","135","159","","","0.624762558320809","67.2","47","26","1","0","0","","","","","","","","","","","","","","","","",""
"The MACH 5 MONDAY ""CHECK-IN""","Other","The 5 in ""MACH 5"" refers to the five fundamental areas in life that affect athletic performance including training, health/rest, nutrition, balance, and mental/emotional. Please give me some details about the following 5 areas for today/last week: . 1) Training: how do you feel in general about your recent training and motivation? Feeling highly motivated Going well, since my ski vacation. Very motivated to run and bike. 2) Health/Restoration: How many hours of sleep have you been getting the last few nights and how is the quality of your sleep? 7-8 Are you stretching? Sorta Do you have any sniffles/sore throat/cough/abnormal fatigue, etc? No Do you have any problem areas, muscularly or otherwise? 3) Nutrition, how has your nutrition been the last few days? Eating Whole30! What was your morning weight? 4) Life/Balance: How has your life-balance of work/school/family/play/stress/etc been this last week? Great! 5) Mental/Emotional: how ya feeling in general? Anything affecting your training or racing that I should be aware of? Hmm did you copy this workout from someone who got injured skiing? Their right arm perhaps? lol","0.0833333333333333","","2019-01-21","","","","","","","0.0833333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"BUILD WEEK 2","Other","","","","2019-01-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike, Z2 Aerobic Intervals 3 X 10","Bike","Warmup up 15 minutes Eesy. Ride 3 X 10 minutes of Aerobic Intervals in the last few beats of your aerobic zone 2. Let heartrate come down for 3 minutes in between these intervals. Cool down 5 minutes easy. Cadence range is 80-105 rpm, with cadence mostly in the 90s.","1","","2019-01-21","","0","200","376","720.464","","1.00077450275421","0","","89","","127","147","","","0.668528783215702","44.38","49","1","0","0","0","","","","","","23","25","7","0","1","0","","","","","",""
"Hip Opener Yoga","Other","Go through this video at the same speed as the video. https://www.youtube.com/watch?v=IQqbt-oUhV4","1","","2019-01-21","","","","",""," *01/21/2019 Keith Kruelskie: Found a good class right by my work!*","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3"
"Strength, core/upper body strength","Strength","Perform core work, including abdominal and back exercises. Also include some arm exercises like pushups, bicep curls, tricep extensions, lat pulldowns, and shoulder raises. Some core examples can be found here: https://www.self.com/gallery/21-incredibly-effective-abs-exercises-you-can-do-instead-of-crunches","0.583333333333333","","2019-01-21","","","","","","","0.583333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3"
"Swim 3,2,1 {2000 yards}","Swim","Warm-up: 200 Freestyle with fins 100 Pull with paddles 2 X 300 15 sec RI 4 X 50 10 sec RI 2 X 200 10 sec RI 4 x 50 10 sec RI 2 x 100 10 sec RI 100 swim down real easy","0.5","1828.80004882813","2019-01-21","","1828.80004882813","","","","","0.507898892296685","0.999486292494084","","23","","","","","","0.765681724771295","22.8","","","","","","","","","","","","","","","","","","","","","",""
