date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race
2018-03-16,Running,False,Boulder County Running,4.05,360,00:35:02,124,137,1.6,169,176,0 days 00:08:39,0 days 00:07:13,95,108,1.09,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:02,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-03-16,Pool Swimming,False,Lap Swimming,"3,100",512,01:15:10,0,0,0.0,0,0,0 days 00:01:28,0 days 00:01:09,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,763,30,22,0,0,1:15:10,0:00,0.0,0:00,No,00:00.00,86,0.0,0,0,0,3,garmin,0
2018-03-17,Indoor Cycling,False,Indoor Cycling,0.00,"3,000",04:15:02,128,151,3.3,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,88,97,201,47% L / 53% R,162.0,223,196,368,0.0,0.0,22483,0,0,0,0,4:15:02,0:00,0.0,0:00,No,00:00.00,4,0.0,0,0,0,3,garmin,0
2018-03-17,Running,False,Lafayette Running,5.42,699,00:41:25,156,171,3.1,172,184,0 days 00:07:38,0 days 00:06:54,151,131,1.21,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,41:25,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-03-18,Running,False,Denver Running,12.01,"1,193",01:30:51,144,162,2.6,176,248,0 days 00:07:34,0 days 00:06:40,384,361,1.2,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:30:51,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-03-18,Pool Swimming,False,Lap Swimming,"1,500",287,00:28:38,0,0,0.0,0,0,0 days 00:01:25,0 days 00:01:13,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,466,30,23,0,0,28:38,0:00,0.0,0:00,No,00:00.00,32,0.0,0,0,0,3,garmin,0
2018-03-19,Pool Swimming,False,Lap Swimming,"3,100",663,01:08:05,0,0,0.0,0,0,0 days 00:01:27,0 days 00:00:45,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,966,30,23,0,0,1:08:05,0:00,0.0,0:00,No,00:00.00,74,0.0,0,0,0,3,garmin,0
2018-03-19,Indoor Cycling,False,Indoor Cycling,0.00,527,00:50:02,110,122,1.6,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,87,93,179,44% L / 56% R,25.0,185,176,231,0.0,0.0,4393,0,0,0,0,50:02,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-03-20,Pool Swimming,False,Lap Swimming,"4,000",817,01:13:06,0,0,0.0,0,0,0 days 00:01:27,0 days 00:01:13,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1253,30,22,0,0,1:13:06,0:00,0.0,0:00,No,00:00.00,84,0.0,0,0,0,3,garmin,0
2018-03-20,Running,False,Lafayette Running,7.47,745,00:55:05,143,166,2.4,178,199,0 days 00:07:23,0 days 00:05:16,190,161,1.23,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,55:05,0:00,0.0,0:00,No,00:00.00,12,0.0,0,0,0,3,garmin,0
2018-03-21,Indoor Cycling,False,Indoor Cycling,0.00,"2,015",02:30:03,132,162,3.1,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,87,94,240,48% L / 52% R,135.2,274,224,377,0.0,0.0,13115,0,0,0,0,2:30:03,0:00,0.0,0:00,No,00:00.00,11,0.0,0,0,0,3,garmin,0
2018-03-22,Running,False,Lafayette Running,4.31,405,00:35:18,130,155,1.7,174,186,0 days 00:08:11,0 days 00:06:57,148,151,1.13,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:18,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-03-22,Indoor Cycling,False,Indoor Cycling,0.00,529,00:50:03,109,122,1.8,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,86,91,180,46% L / 54% R,25.1,185,176,232,0.0,0.0,4306,0,0,0,0,50:03,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-03-23,Pool Swimming,False,Lap Swimming,"2,600",500,00:50:20,0,0,0.0,0,0,0 days 00:01:28,0 days 00:01:20,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,830,30,23,0,0,50:20,0:00,0.0,0:00,No,00:00.00,46,0.0,0,0,0,3,garmin,0
2018-03-24,Pool Swimming,False,Lap Swimming,"2,000",401,00:37:48,0,0,0.0,0,0,0 days 00:01:28,0 days 00:01:18,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,655,30,22,0,0,37:48,0:00,0.0,0:00,No,00:00.00,36,0.0,0,0,0,3,garmin,0
2018-03-24,Indoor Cycling,False,Indoor Cycling,0.00,752,01:00:04,127,143,2.3,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,89,97,216,47% L / 53% R,43.6,229,209,465,0.0,0.0,5370,0,0,0,0,1:00:04,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-03-24,Running,False,Boulder Running,14.01,"1,622",01:46:49,155,169,3.2,176,186,0 days 00:07:37,0 days 00:06:29,377,318,1.2,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:46:49,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-03-25,Indoor Cycling,False,Indoor Cycling,0.00,"2,966",04:00:05,133,153,3.1,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,89,113,219,48% L / 52% R,179.7,245,207,431,0.0,0.0,21382,0,0,0,0,4:00:05,0:00,0.0,0:00,No,00:00.00,37,0.0,0,0,0,3,garmin,0
2018-03-25,Running,False,Lafayette Running,3.71,461,00:30:04,147,176,2.5,172,182,0 days 00:08:06,0 days 00:07:39,105,95,1.15,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:04,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-03-26,Pool Swimming,False,Lap Swimming,"4,200",739,01:36:21,0,0,0.0,0,0,0 days 00:01:27,0 days 00:01:07,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1155,30,22,0,0,1:36:21,0:00,0.0,0:00,No,00:00.00,120,0.0,0,0,0,3,garmin,0
2018-03-28,Treadmill Running,False,Treadmill Running,7.76,839,01:00:03,143,163,2.7,178,188,0 days 00:07:44,0 days 00:06:25,13,0,1.17,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:03,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-03-28,Pool Swimming,False,Lap Swimming,"4,800",855,01:40:15,0,0,0.0,0,0,0 days 00:01:24,0 days 00:01:12,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1299,29,22,0,0,1:40:15,0:00,0.0,0:00,No,00:00.00,112,0.0,0,0,0,3,garmin,0
2018-03-29,Running,False,Lafayette Running,7.33,675,00:57:09,138,158,2.5,179,193,0 days 00:07:48,0 days 00:06:11,115,118,1.16,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,57:09,0:00,0.0,0:00,No,00:00.00,4,0.0,0,0,0,3,garmin,0
2018-03-29,Indoor Cycling,False,Indoor Cycling,0.00,"1,179",01:30:03,135,155,3.3,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,83,94,231,49% L / 51% R,74.7,250,219,341,0.0,0.0,7544,0,0,0,0,1:30:03,0:00,0.0,0:00,No,00:00.00,9,0.0,0,0,0,3,garmin,0
2018-03-30,Indoor Cycling,False,Indoor Cycling,0.00,"1,814",02:22:22,128,155,2.6,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,89,98,233,49% L / 51% R,121.2,251,215,408,0.0,0.0,12695,0,0,0,0,2:22:22,0:00,0.0,0:00,No,00:00.00,47,0.0,0,0,0,3,garmin,0
2018-03-31,Indoor Cycling,False,Indoor Cycling,0.00,851,01:10:03,127,142,2.2,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,89,96,211,47% L / 53% R,48.6,226,203,471,0.0,0.0,6244,0,0,0,0,1:10:03,0:00,0.0,0:00,No,00:00.00,8,0.0,0,0,0,3,garmin,0
2018-03-31,Running,False,Lafayette Running,3.61,358,00:31:34,130,143,1.6,177,189,0 days 00:08:45,0 days 00:07:41,115,95,1.04,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,31:34,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-03-31,Hiking,False,Boulder Hiking,6.37,778,03:17:29,92,143,1.2,81,159,0 days 00:31:01,0 days 00:14:49,"1,942","1,837",0.64,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3:17:29,0:00,0.0,0:00,No,00:00.00,7,0.0,0,0,0,3,garmin,0
2018-04-02,Pool Swimming,False,Lap Swimming,"3,200",579,01:09:42,0,0,0.0,0,0,0 days 00:01:26,0 days 00:01:02,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,895,30,22,0,0,1:09:42,0:00,0.0,0:00,No,00:00.00,92,0.0,0,0,0,3,garmin,0
2018-04-03,Indoor Cycling,False,Indoor Cycling,0.00,"1,186",01:30:03,134,164,3.4,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,88,100,240,48% L / 52% R,80.8,268,221,392,0.0,0.0,7983,0,0,0,0,1:30:03,0:00,0.0,0:00,No,00:00.00,20,0.0,0,0,0,3,garmin,0
2018-04-03,Running,False,Denver Running,4.26,489,00:35:17,134,143,2.2,179,187,0 days 00:08:17,0 days 00:07:32,69,72,1.08,7.7,8.4,257,48.4% L / 51.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:17,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-04-04,Running,False,Lafayette Running,6.76,742,00:50:05,145,158,2.6,181,191,0 days 00:07:24,0 days 00:06:38,190,210,1.2,7.4,9.0,249,48.4% L / 51.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:05,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-04-04,Pool Swimming,False,Lap Swimming,"4,500",879,01:29:42,0,0,0.0,0,0,0 days 00:01:26,0 days 00:01:15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1344,29,22,0,0,1:29:42,0:00,0.0,0:00,No,00:00.00,98,0.0,0,0,0,3,garmin,0
2018-04-05,Indoor Cycling,False,Indoor Cycling,0.00,"1,190",01:30:04,134,156,3.6,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,87,102,232,48% L / 52% R,75.8,258,221,326,0.0,0.0,7890,0,0,0,0,1:30:04,0:00,0.0,0:00,No,00:00.00,10,0.0,0,0,0,3,garmin,0
2018-04-05,Hiking,False,Jefferson County Hiking,4.80,489,02:31:28,85,133,1.1,73,256,0 days 00:31:33,0 days 00:08:30,"1,270","1,207",0.72,11.3,7.6,647,50.2% L / 49.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2:31:28,0:00,0.0,0:00,No,00:00.00,5,0.0,0,0,0,3,garmin,0
2018-04-06,Pool Swimming,False,Lap Swimming,"3,100",587,01:07:47,0,0,0.0,0,0,0 days 00:01:32,0 days 00:01:08,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,879,31,21,0,0,1:07:47,0:00,0.0,0:00,No,00:00.00,82,0.0,0,0,0,3,garmin,0
2018-04-06,Treadmill Running,False,Treadmill Running,3.61,315,00:30:12,135,159,1.8,175,187,0 days 00:08:22,0 days 00:06:34,3,0,1.1,7.8,8.9,263,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:12,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-04-07,Indoor Cycling,False,Indoor Cycling,0.00,"3,423",05:00:32,130,150,3.3,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,93,102,196,47% L / 53% R,180.3,217,190,373,0.0,0.0,28234,0,0,0,0,5:00:32,0:00,0.0,0:00,No,00:00.00,5,0.0,0,0,0,3,garmin,0
2018-04-07,Running,False,Lafayette Running,2.77,341,00:20:07,155,168,2.6,178,186,0 days 00:07:16,0 days 00:06:34,66,56,1.25,7.6,9.7,250,48.1% L / 51.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:07,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-04-08,Running,False,Lafayette Running,10.63,"1,159",01:20:44,146,162,2.8,181,195,0 days 00:07:36,0 days 00:06:51,387,427,1.17,7.4,8.9,253,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:20:44,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-04-08,Indoor Cycling,False,Indoor Cycling,0.00,540,01:00:02,118,133,2.0,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,89,96,159,46% L / 54% R,23.5,175,150,230,0.0,0.0,5395,0,0,0,0,1:00:02,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-04-08,Running,False,Lafayette Running,5.13,616,00:40:03,145,159,2.6,179,210,0 days 00:07:48,0 days 00:07:18,194,177,1.15,7.7,9.1,254,48.9% L / 51.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:03,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-04-08,Pool Swimming,False,Lap Swimming,"2,100",400,00:40:37,0,0,0.0,0,0,0 days 00:01:29,0 days 00:01:18,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,659,30,22,0,0,40:37,0:00,0.0,0:00,No,00:00.00,36,0.0,0,0,0,3,garmin,0
2018-04-09,Pool Swimming,False,Lap Swimming,"4,000",788,01:26:18,0,0,0.0,0,0,0 days 00:01:31,0 days 00:00:59,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1216,31,23,0,0,1:26:18,0:00,0.0,0:00,No,00:00.00,94,0.0,0,0,0,3,garmin,0
2018-04-10,Running,False,Lafayette Running,2.37,245,00:20:05,132,142,1.6,176,184,0 days 00:08:28,0 days 00:07:10,56,46,1.08,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:05,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-04-10,Pool Swimming,False,Lap Swimming,"4,000",807,01:11:48,0,0,0.0,0,0,0 days 00:01:27,0 days 00:00:58,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1201,30,22,0,0,1:11:48,0:00,0.0,0:00,No,00:00.00,72,0.0,0,0,0,3,garmin,0
2018-04-10,Indoor Cycling,False,Indoor Cycling,0.00,635,01:00:02,119,159,2.1,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,88,99,225,48% L / 52% R,47.2,234,180,530,0.0,0.0,5323,0,0,0,0,1:00:02,0:00,0.0,0:00,No,00:00.00,19,0.0,0,0,0,3,garmin,0
2018-04-11,Indoor Cycling,False,Indoor Cycling,0.00,791,01:00:03,133,153,2.8,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,84,93,232,49% L / 51% R,50.4,247,221,343,0.0,0.0,5081,0,0,0,0,1:00:03,0:00,0.0,0:00,No,00:00.00,13,0.0,0,0,0,3,garmin,0
2018-04-11,Running,False,Lafayette Running,7.26,731,00:55:06,144,164,2.5,178,237,0 days 00:07:35,0 days 00:06:04,180,157,1.19,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,55:06,0:00,0.0,0:00,No,00:00.00,11,0.0,0,0,0,3,garmin,0
2018-04-12,Pool Swimming,False,Lap Swimming,"4,000",720,01:14:04,0,0,0.0,0,0,0 days 00:01:26,0 days 00:01:10,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1119,29,22,0,0,1:14:04,0:00,0.0,0:00,No,00:00.00,68,0.0,0,0,0,3,garmin,0
2018-04-12,Indoor Cycling,False,Indoor Cycling,0.00,724,01:00:01,129,144,2.5,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,92,104,215,48% L / 52% R,43.1,231,204,373,0.0,0.0,5530,0,0,0,0,1:00:01,0:00,0.0,0:00,No,00:00.00,19,0.0,0,0,0,3,garmin,0
2018-04-12,Hiking,False,Lafayette Hiking,0.67,30,00:12:07,77,87,1.0,103,129,0 days 00:18:05,0 days 00:14:36,16,0,0.85,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,12:07,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-04-12,Running,False,Lafayette Running,2.25,193,00:20:43,119,136,1.3,169,178,0 days 00:09:11,0 days 00:08:10,49,62,1.02,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:43,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-04-14,Indoor Cycling,False,Indoor Cycling,0.00,"1,431",02:00:08,124,139,2.5,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,88,94,205,48% L / 52% R,79.1,218,199,326,0.0,0.0,10593,0,0,0,0,2:00:08,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-04-14,Running,False,Lafayette Running,15.62,"1,590",02:02:19,149,172,3.0,175,186,0 days 00:07:50,0 days 00:07:01,597,551,1.17,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2:02:19,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-04-15,Running,False,Denver Running,5.33,570,00:40:27,145,156,2.7,181,188,0 days 00:07:35,0 days 00:07:10,105,89,1.18,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:27,0:00,0.0,0:00,No,00:00.00,4,0.0,0,0,0,3,garmin,0
2018-04-15,Pool Swimming,False,Lap Swimming,"2,500",554,00:49:11,0,0,0.0,0,0,0 days 00:01:36,0 days 00:01:24,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,883,33,22,0,0,49:11,0:00,0.0,0:00,No,00:00.00,60,0.0,0,0,0,3,garmin,0
2018-04-15,Cycling,False,Lafayette Cycling,57.60,"2,191",03:01:11,129,164,0.0,0,0,19.1,44.6,"2,336","2,297",0.0,0.0,0.0,0,0,88,119,220,46% L / 54% R,130.5,257,202,552,0.0,0.0,14968,0,0,0,0,3:01:11,0:00,46.4,0:00,No,00:00.00,5,0.0,0,0,0,3,garmin,0
2018-04-15,Indoor Cycling,False,Indoor Cycling,0.00,"1,638",02:00:49,135,154,3.1,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,86,91,233,48% L / 52% R,102.0,251,227,305,0.0,0.0,10442,0,0,0,0,2:00:49,0:00,0.0,0:00,No,00:00.00,8,0.0,0,0,0,3,garmin,0
2018-04-15,Cycling,False,Lafayette Cycling,57.55,"2,187",03:00:44,129,165,3.0,0,0,19.1,45.0,"2,247","2,241",0.0,0.0,0.0,0,0,88,119,220,46% L / 54% R,136.9,257,202,552,0.0,0.0,14967,0,0,0,0,3:00:44,0:00,0.0,0:00,No,00:00.00,12,0.0,0,0,0,3,garmin,0
2018-04-16,Pool Swimming,False,Lap Swimming,"3,000",580,01:10:44,0,0,0.0,0,0,0 days 00:01:23,0 days 00:01:05,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,912,29,23,0,0,1:10:44,0:00,0.0,0:00,No,00:00.00,100,0.0,0,0,0,3,garmin,0
2018-04-16,Cycling,False,Lafayette Cycling,14.47,319,01:08:33,97,179,1.3,0,0,12.7,26.8,479,482,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:08:33,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
